user_id,text_id,text_id_ordered,text,timestamp,collection_phase,is_words,valence,arousal,vector_10_soft,vector_15_binary,vector_15_soft,vector_20_binary,vector_20_soft,vector_10_binary,vector_10_binary_llm,vector_10_binary_llm_text1,vector_10_binary_llm_text2,state_change_val,state_change_aro,train
27,1621,592,"Tired , Groggy , Content",20/01/2022 12:35,2,TRUE,0,1,,"1,1,0,0,0,0,0,0,0,0,0,0,0,0,1",,"1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0",,"1,1,0,0,1,0,0,0,0,0","2,1,0,0,0,0,0,0,0,0","Tired / Fatigued, Happy / Positive","Tired / Fatigued, Tired / Fatigued, Happy / Positive",1,0,train
27,1622,593,"Content , Fine , Chillin",20/01/2022 15:00,2,TRUE,1,1,,"0,1,0,0,0,1,0,0,1,0,0,0,0,0,0",,"0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,"0,1,0,0,0,1,0,0,1,0","0,2,1,0,0,0,0,0,0,0","Happy / Positive, Calm / Relaxed","Happy / Positive, Happy / Positive, Calm / Relaxed",-1,0,train
27,1623,594,"Busy , In the zone , Ambitious",20/01/2022 20:34,2,TRUE,0,1,,"1,0,0,0,0,1,0,0,1,0,0,0,0,0,0",,"1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0",,"1,0,0,0,0,1,0,0,1,0","0,0,0,2,0,0,0,0,0,1","Energetic / Motivated, Unwell / Physical State","Energetic / Motivated, Energetic / Motivated, Unwell / Physical State",1,0,train
27,1624,595,"Busy , Active , Rich",21/01/2022 20:24,2,TRUE,1,1,,"1,0,0,0,0,2,0,0,0,0,0,0,0,0,0",,"1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0",,"1,0,0,0,0,2,0,0,0,0","0,1,0,1,0,0,0,0,0,1","Happy / Positive, Energetic / Motivated, Unwell / Physical State","Happy / Positive, Energetic / Motivated, Unwell / Physical State",-3,-1,train
27,1625,596,"Tired , Beat , Drained , Exhausted , Sore",22/01/2022 11:49,2,TRUE,-2,0,,"0,0,1,0,0,0,0,0,0,0,1,0,0,0,3",,"0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1",,"0,0,1,0,4,0,0,0,0,0","5,0,0,0,0,0,0,0,0,0",Tired / Fatigued,"Tired / Fatigued, Tired / Fatigued, Tired / Fatigued, Tired / Fatigued, Tired / Fatigued",2,1,train
27,1626,597,"Fine , Eh , Itâ€™s whatever",22/01/2022 15:27,2,TRUE,0,1,,"0,0,2,0,0,1,0,0,0,0,0,0,0,0,0",,"0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,"0,0,2,0,0,1,0,0,0,0","0,1,0,0,0,0,0,2,0,0","Happy / Positive, Neutral / Indifferent","Happy / Positive, Neutral / Indifferent, Neutral / Indifferent",-2,-1,train
27,1627,598,"Exhausted , Beat , Tired , Groggy",23/01/2022 10:02,2,TRUE,-2,0,,"1,0,1,0,0,0,0,0,0,0,0,0,0,0,2",,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1",,"1,0,1,0,2,0,0,0,0,0","4,0,0,0,0,0,0,0,0,0",Tired / Fatigued,"Tired / Fatigued, Tired / Fatigued, Tired / Fatigued, Tired / Fatigued",1,0,train
27,1628,599,"Tired , Sore , Is the week over yet ?",23/01/2022 15:05,2,TRUE,-1,0,,"0,0,0,1,0,0,0,0,0,0,0,0,0,0,2",,"0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0",,"0,0,0,1,2,0,0,0,0,0","3,0,0,0,0,0,0,0,0,0",Tired / Fatigued,"Tired / Fatigued, Tired / Fatigued, Tired / Fatigued",-1,0,train
27,1629,600,"Tired , Exhausted , ?",23/01/2022 20:01,2,TRUE,-2,0,,"0,0,0,1,0,0,0,0,0,0,0,0,0,0,2",,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0",,"0,0,0,1,2,0,0,0,0,0","2,0,0,0,0,0,0,1,0,0","Tired / Fatigued, Neutral / Indifferent","Tired / Fatigued, Tired / Fatigued, Neutral / Indifferent",1,0,train
27,1630,601,"Content , Sluggish , Long weekend",24/01/2022 15:00,2,TRUE,-1,0,,"0,1,1,0,0,0,0,0,0,0,0,0,0,0,1",,"0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0",,"0,1,1,0,1,0,0,0,0,0","1,2,0,0,0,0,0,0,0,0","Tired / Fatigued, Happy / Positive","Tired / Fatigued, Happy / Positive, Happy / Positive",3,1,train
27,1631,602,"Happy , Content , At ease",24/01/2022 20:01,2,TRUE,2,1,,"0,2,0,0,0,1,0,0,0,0,0,0,0,0,0",,"0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0",,"0,2,0,0,0,1,0,0,0,0","0,2,1,0,0,0,0,0,0,0","Happy / Positive, Calm / Relaxed","Happy / Positive, Happy / Positive, Calm / Relaxed",-3,-1,train
27,1609,603,"Frustrated , Sluggish , Meh , Sick",25/01/2022 15:06,2,TRUE,-1,0,,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,3",,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0",,"0,0,1,0,2,0,0,1,0,0","1,0,0,0,0,0,1,1,0,1","Tired / Fatigued, Annoyed / Angry, Neutral / Indifferent, Unwell / Physical State","Tired / Fatigued, Annoyed / Angry, Neutral / Indifferent, Unwell / Physical State",2,1,train
27,1610,604,"Full , Complete , Happy , Content , Loved",25/01/2022 20:00,2,TRUE,1,1,,"0,3,0,0,0,2,0,0,0,0,0,0,0,0,0",,"0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0",,"0,3,0,0,0,2,0,0,0,0","0,3,0,0,0,0,0,0,1,1","Happy / Positive, Satisfied / Relieved, Unwell / Physical State","Happy / Positive, Happy / Positive, Happy / Positive, Satisfied / Relieved, Unwell / Physical State",-2,-1,train
27,1611,605,"Sleepy , Tired , Groggy",26/01/2022 10:02,2,TRUE,-1,0,,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,2",,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0",,"2,0,0,0,1,0,0,0,0,0","3,0,0,0,0,0,0,0,0,0",Tired / Fatigued,"Tired / Fatigued, Tired / Fatigued, Tired / Fatigued",1,1,train
27,1612,606,"Content , Fine , Ok",26/01/2022 15:13,2,TRUE,0,1,,"0,1,0,0,0,2,0,0,0,0,0,0,0,0,0",,"0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,"0,1,0,0,0,2,0,0,0,0","0,2,0,0,0,0,0,1,0,0","Happy / Positive, Neutral / Indifferent","Happy / Positive, Happy / Positive, Neutral / Indifferent",0,0,train
27,1613,607,"Bored , Sloooow , Fine I guess",26/01/2022 20:07,2,TRUE,0,1,,"0,1,0,0,0,0,0,0,0,0,1,0,1,0,0",,"0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0",,"0,1,0,0,1,0,0,0,1,0","1,0,0,0,0,1,0,1,0,0","Tired / Fatigued, Sad / Lonely, Neutral / Indifferent","Tired / Fatigued, Sad / Lonely, Neutral / Indifferent",0,1,train
27,1614,608,"Kinda busy , Good , Getting dat money",27/01/2022 20:15,2,TRUE,0,2,,"1,0,0,0,0,1,0,0,0,0,0,1,0,0,0",,"1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0",,"1,0,0,0,0,1,0,0,0,1","0,2,0,0,0,0,0,0,0,1","Happy / Positive, Unwell / Physical State","Happy / Positive, Happy / Positive, Unwell / Physical State",-2,-2,train
27,1615,609,"Tired , Sluggish , Exhausted",28/01/2022 10:01,2,TRUE,-2,0,,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,3",,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0",,"0,0,0,0,3,0,0,0,0,0","3,0,0,0,0,0,0,0,0,0",Tired / Fatigued,"Tired / Fatigued, Tired / Fatigued, Tired / Fatigued",2,2,train
27,1616,610,"Ayaight , Nice , Motivated , Sâ€™get it",28/01/2022 15:01,2,TRUE,0,2,,"0,1,1,0,0,1,0,0,0,0,0,0,1,0,0",,"0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0",,"0,1,2,0,0,1,0,0,0,0","0,1,0,2,0,0,0,1,0,0","Happy / Positive, Energetic / Motivated, Neutral / Indifferent","Happy / Positive, Energetic / Motivated, Energetic / Motivated, Neutral / Indifferent",0,-1,train
27,1617,611,"Bored , Slow night , Easy money",28/01/2022 22:08,2,TRUE,0,1,,"0,0,0,0,0,0,0,0,1,1,1,0,0,0,0",,"0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0",,"0,0,0,0,1,0,0,0,1,1","0,1,1,0,0,1,0,0,0,0","Happy / Positive, Calm / Relaxed, Sad / Lonely","Happy / Positive, Calm / Relaxed, Sad / Lonely",-1,-1,train
27,1618,612,"Tired , Sleepy , Unmotivated",29/01/2022 12:09,2,TRUE,-1,0,,"0,0,0,0,0,0,0,0,0,1,0,0,0,0,2",,"0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0",,"1,0,0,0,1,0,0,0,0,1","3,0,0,0,0,0,0,0,0,0",Tired / Fatigued,"Tired / Fatigued, Tired / Fatigued, Tired / Fatigued",3,1,train
27,1619,613,"Happy , Thankful , Grateful",29/01/2022 16:20,2,TRUE,2,1,,"0,0,0,0,0,3,0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0",,"0,0,0,0,0,3,0,0,0,0","0,3,0,0,0,0,0,0,0,0",Happy / Positive,"Happy / Positive, Happy / Positive, Happy / Positive",-1,0,train
27,1620,614,"Good , Fine , Above average",29/01/2022 20:18,2,TRUE,1,1,,"0,1,0,0,0,2,0,0,0,0,0,0,0,0,0",,"0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0",,"0,1,0,0,0,2,0,0,0,0","0,3,0,0,0,0,0,0,0,0",Happy / Positive,"Happy / Positive, Happy / Positive, Happy / Positive",-3,-1,train
27,1647,615,"Tired , beat down , exhausted , frustrated , long weekend , need a day off ! Why 2 or 3 sentences when 3 words should suffice ? Maybe lazy should be one of my 3 words ?â€â™‚ï¸ How many more characters do I need to type ?",24/04/2022 20:18,3,FALSE,-2,0,"0.1458,0.0387,0.0447,0.11,0.1372,0.0375,0.142,0.1436,0.0644,0.1361","1,0,0,0,0,0,1,1,0,0,0,0,0,1,1","0.0933,0.0244,0.0286,0.0696,0.082,0.0238,0.0888,0.0911,0.041,0.0865,0.0867,0.0803,0.0267,0.0881,0.0892","1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0","0.0742,0.0194,0.0257,0.0529,0.0645,0.0189,0.0711,0.0725,0.0343,0.0696,0.0684,0.0677,0.0211,0.0702,0.0712,0.0251,0.019,0.0626,0.0701,0.0215","1,0,0,0,1,0,1,1,0,1","1,0,0,0,0,1,1,0,0,0","Tired / Fatigued, Sad / Lonely, Annoyed / Angry","Tired / Fatigued, Sad / Lonely, Annoyed / Angry",1,0,train
27,1648,616,Physically tired and sore . Really long weekend solo behind the bar . First weekend with nice weather and bulls playoff basketball so it was buuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuusy . This character requirement is ridiculous,25/04/2022 11:40,3,FALSE,-1,0,"0.1396,0.044,0.0512,0.1185,0.1232,0.0423,0.1356,0.1322,0.0736,0.1397","1,0,0,0,0,0,1,1,0,1,0,1,0,0,0","0.0904,0.0281,0.0331,0.0756,0.0755,0.027,0.0864,0.0853,0.0471,0.0887,0.0788,0.0863,0.0311,0.0852,0.0814","1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0","0.0713,0.0222,0.0298,0.0582,0.0595,0.0215,0.0686,0.0673,0.039,0.0701,0.0616,0.0717,0.0245,0.0675,0.0645,0.028,0.0213,0.065,0.064,0.0245","1,0,0,0,1,0,1,1,0,1","1,0,0,0,0,0,1,0,0,1","Tired / Fatigued, Annoyed / Angry, Unwell / Physical State","Tired / Fatigued, Annoyed / Angry, Unwell / Physical State",1,1,train
27,1649,617,Setting up for a big party at work . Really goood money and off the next two days . Whooooooooooooooooiioooooooooooooooohoooooooooooooooooooiooooooooooooooo   OoooooooooooooooooooooooooooooooooOoooooooooooooooooooooooooooooooooo,25/04/2022 16:43,3,FALSE,0,1,"0.1203,0.0639,0.0727,0.1237,0.1033,0.0606,0.1179,0.1113,0.0966,0.1296","1,0,0,1,0,0,1,0,0,1,0,1,0,0,0","0.0797,0.0415,0.0475,0.0801,0.0674,0.0396,0.0767,0.0737,0.0624,0.0822,0.0675,0.0896,0.0467,0.0761,0.0692","1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0","0.0615,0.0321,0.0409,0.0619,0.0523,0.0309,0.0595,0.0568,0.0499,0.0628,0.0517,0.0692,0.036,0.0591,0.0537,0.0387,0.0304,0.063,0.0548,0.0348","1,0,0,1,0,0,1,1,0,1","0,1,0,1,0,0,0,0,1,0","Happy / Positive, Energetic / Motivated, Satisfied / Relieved","Happy / Positive, Energetic / Motivated, Satisfied / Relieved",1,-1,train
27,1650,618,"Nice shift . Easy money . Two days off now to chill at home with my wife and kids . And by kids I mean my two dogs , PERSON and canelo , the cutest little babies youâ€™ve ever seen . *emoji with the happy face and hands waving in excitement * ?",25/04/2022 20:26,3,FALSE,1,0,"0.0534,0.1749,0.1661,0.0828,0.0489,0.1701,0.0531,0.0495,0.1398,0.0615","0,1,1,0,0,1,0,0,1,0,0,0,1,0,0","0.0383,0.125,0.1167,0.0591,0.0383,0.122,0.0379,0.0359,0.0996,0.0427,0.0349,0.0493,0.126,0.0394,0.0348","0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1","0.0266,0.0875,0.0785,0.0438,0.0273,0.0866,0.0264,0.025,0.0665,0.0293,0.0243,0.0314,0.088,0.0276,0.0243,0.0804,0.0838,0.0343,0.0259,0.0825","0,1,1,1,0,1,0,0,1,0","0,1,1,0,0,0,0,0,1,0","Happy / Positive, Calm / Relaxed, Satisfied / Relieved","Happy / Positive, Calm / Relaxed, Satisfied / Relieved",-3,1,train
27,1651,619,Woke up to the news a good friendâ€™s father passed away this morning . Was diagnosed with leukemia in February and it advanced really quickly . Huge kick in the gut for sure . Call your parents and tell them you love them .,26/04/2022 15:06,3,FALSE,-2,1,"0.0627,0.1555,0.1577,0.0919,0.0564,0.144,0.0623,0.0578,0.1408,0.0709","0,1,1,0,0,1,0,0,1,0,0,0,1,0,0","0.0442,0.1092,0.1098,0.0647,0.0437,0.1017,0.0433,0.0414,0.0991,0.0487,0.0396,0.0549,0.1144,0.046,0.0396","0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1","0.0311,0.0775,0.0768,0.0478,0.0315,0.0741,0.0306,0.0293,0.0679,0.0342,0.0279,0.0351,0.0806,0.0326,0.0281,0.0779,0.0702,0.0393,0.0301,0.0773","0,1,1,1,0,1,0,0,1,0","0,0,0,0,1,1,0,1,0,0","Anxious / Worried, Sad / Lonely, Neutral / Indifferent","Anxious / Worried, Sad / Lonely, Neutral / Indifferent",2,0,train
27,1652,620,"Friend lost his father this morning so Iâ€™m bummed but I had a nice walk with my dogs , nice dinner with my wife , and now relaxing watching some top chef and temptation island , the best shows on television if you ask me",26/04/2022 20:00,3,FALSE,0,1,"0.0625,0.1562,0.1553,0.093,0.0556,0.1475,0.0612,0.0566,0.1413,0.0708","0,1,1,0,0,1,0,0,1,0,0,0,1,0,0","0.0443,0.1101,0.1081,0.0657,0.043,0.1045,0.0433,0.0406,0.0996,0.0489,0.0391,0.0546,0.1144,0.0446,0.0392","0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1","0.0312,0.0781,0.0765,0.049,0.0311,0.0757,0.0306,0.0287,0.0676,0.0341,0.0275,0.0357,0.081,0.0317,0.0278,0.0763,0.0723,0.0392,0.0299,0.0761","0,1,1,1,0,1,0,0,1,0","0,0,1,0,0,1,0,0,1,0","Calm / Relaxed, Sad / Lonely, Satisfied / Relieved","Calm / Relaxed, Sad / Lonely, Satisfied / Relieved",2,-1,train
27,1653,621,Off today so everything is good . Guyâ€™s night with the boys (our dogs) . Really wish the weather would get nicer . This is the worst spring I can remember here in GPE . Havenâ€™t had two nice days in a row yet .,27/04/2022 15:31,3,FALSE,2,0,"0.1145,0.0734,0.0837,0.1223,0.0985,0.0684,0.109,0.1042,0.1057,0.1204","1,0,0,1,0,0,0,0,0,1,0,1,0,1,0","0.0762,0.0481,0.055,0.0805,0.0665,0.0451,0.0714,0.0696,0.07,0.0777,0.0645,0.0818,0.0544,0.0729,0.0662","1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0","0.0579,0.0367,0.0471,0.0615,0.0509,0.0351,0.0548,0.0531,0.0541,0.0603,0.0489,0.061,0.0413,0.0558,0.0507,0.0446,0.034,0.0597,0.0527,0.0396","1,0,0,1,0,0,1,0,1,1","0,1,1,0,0,1,0,0,0,0","Happy / Positive, Calm / Relaxed, Sad / Lonely","Happy / Positive, Calm / Relaxed, Sad / Lonely",-1,0,train
27,1654,622,Chilling with my homies PERSON and PERSON and eating a nice NORP submarine sandwich . PERSON are destroying the bulls and weâ€™re making some money tonight aaaaaaaaaaaaaaaaaayyyyyyyyyyyyyyyyyyYyyyyyyyyyy,27/04/2022 20:07,3,FALSE,1,0,"0.1274,0.055,0.0636,0.1259,0.1076,0.0521,0.1252,0.1174,0.0884,0.1374","1,0,0,1,0,0,1,0,0,1,0,1,0,0,0","0.0839,0.0355,0.0413,0.0811,0.069,0.0338,0.0812,0.0773,0.0572,0.0873,0.0699,0.0908,0.0401,0.0797,0.0718","1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0","0.0651,0.0277,0.0365,0.0629,0.054,0.0266,0.0637,0.0601,0.0464,0.0672,0.0539,0.0723,0.0312,0.0624,0.0563,0.0341,0.0262,0.0657,0.0573,0.0303","1,0,0,1,0,0,1,1,0,1","0,1,0,1,0,0,0,0,1,0","Happy / Positive, Energetic / Motivated, Satisfied / Relieved","Happy / Positive, Energetic / Motivated, Satisfied / Relieved",-1,1,train
27,1655,623,Feel fine . Back to work after two days off . Probably going to walk into a shit show because everything goes to shit when Iâ€™m gone . Put $3000 in the bank yesterday so the hard work is paying off . How much longer do I want to keep doing this though ? ?â€â™‚ï¸,28/04/2022 15:01,3,FALSE,0,1,"0.1438,0.0415,0.0472,0.1085,0.1371,0.0406,0.1388,0.1424,0.0665,0.1337","1,0,0,0,0,0,1,1,0,0,0,0,0,1,1","0.0917,0.0262,0.03,0.0685,0.0843,0.0257,0.0869,0.0902,0.0423,0.0845,0.0864,0.08,0.0286,0.0867,0.0881","1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0","0.0729,0.0207,0.0268,0.0517,0.0662,0.0204,0.0694,0.0715,0.0351,0.0681,0.0681,0.0664,0.0224,0.0688,0.0701,0.0273,0.0205,0.0618,0.0695,0.0225","1,0,0,0,1,0,1,1,0,1","1,0,0,0,0,0,1,1,1,0","Tired / Fatigued, Annoyed / Angry, Neutral / Indifferent, Satisfied / Relieved","Tired / Fatigued, Annoyed / Angry, Neutral / Indifferent, Satisfied / Relieved",0,0,train
27,1656,624,"Busy at work , sorry aggdbfucufufududhcjfufjfjcjfufjfjcjcjfjfjfjcjcjchcjcjcjcjchxhdhdhdhfjdududjfjdjcjcjcncj ncncjdjdjdjcjfjxjck cjxjxhfjcjcjfjcjivvu j by PERSON   H Ju j u h Ju cuisine I j . I Ju I uviu . J j ivvi",28/04/2022 20:12,3,FALSE,0,1,"0.1353,0.0476,0.0555,0.1186,0.1214,0.045,0.1335,0.1294,0.0777,0.1361","1,0,0,0,0,0,1,1,0,1,0,0,0,1,0","0.0878,0.0305,0.0361,0.0762,0.0754,0.0289,0.0851,0.0839,0.05,0.0877,0.0781,0.0822,0.0336,0.0845,0.0799","1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0","0.0687,0.0239,0.0319,0.0583,0.0594,0.023,0.0672,0.0658,0.0413,0.0683,0.0606,0.0676,0.0263,0.0665,0.063,0.0298,0.0226,0.065,0.0641,0.0267","1,0,0,0,1,0,1,1,0,1","1,0,0,0,0,0,0,1,0,1","Tired / Fatigued, Neutral / Indifferent, Unwell / Physical State","Tired / Fatigued, Neutral / Indifferent, Unwell / Physical State",0,0,train
27,1657,625,On the way to work . Feeling fine . Driving right now forgive the nonsense ifucjchchcjcjcjfjcuffgvcdccccccccccvvgggvvvvcccccvvvccvvxcvcvcccccccccxxcccccccccccchbbbvvvvbvccffccccccccccccccvvvcccvvvbbbbvcvvbbvvgvvvvvfvvggfffffvvcfcccccfffffvvccggfggvcvvvggccffffcccccvvhgffg,29/04/2022 15:26,3,FALSE,0,1,"0.0542,0.1738,0.168,0.0842,0.0498,0.1649,0.054,0.0503,0.1391,0.0619","0,1,1,0,0,1,0,0,1,0,0,0,1,0,0","0.0388,0.1243,0.1193,0.0602,0.039,0.1183,0.0386,0.0364,0.0995,0.0434,0.0355,0.0483,0.123,0.04,0.0353","0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1","0.0269,0.087,0.0806,0.0443,0.0277,0.0849,0.0269,0.0254,0.0661,0.0298,0.0248,0.0309,0.0854,0.0279,0.0247,0.0813,0.0803,0.0349,0.0264,0.0839","0,1,1,1,0,1,0,0,1,0","1,0,1,0,0,0,0,1,0,0","Tired / Fatigued, Calm / Relaxed, Neutral / Indifferent","Tired / Fatigued, Calm / Relaxed, Neutral / Indifferent",0,0,train
27,1658,626,Busy at work . Lot of good people but some real pricks you know how it goes jfufjcuchfjcjcjcjcjcjchchcjchchchxbchch fuchch nchcjfucjcfktstjsjgzgmxngzgmzgmzgkzgm gkzgkxggxhkxggxgjzgksgkxhkxgmxkhxgkxkgxgkxgkzgkzgkxgk,29/04/2022 20:14,3,FALSE,0,1,"0.1266,0.0558,0.0652,0.124,0.1096,0.0521,0.125,0.1177,0.0895,0.1345","1,0,0,1,0,0,1,0,0,1,0,1,0,0,0","0.0833,0.0361,0.0426,0.0802,0.0699,0.0339,0.0808,0.0774,0.0581,0.0866,0.0714,0.0862,0.0404,0.0799,0.0731","1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0","0.0645,0.0281,0.0374,0.0619,0.0546,0.0267,0.0632,0.0601,0.0469,0.0659,0.0547,0.0689,0.0314,0.0624,0.0571,0.0346,0.0261,0.0652,0.0591,0.0313","1,0,0,1,0,0,1,1,0,1","0,0,0,0,0,0,1,1,0,1","Annoyed / Angry, Neutral / Indifferent, Unwell / Physical State","Annoyed / Angry, Neutral / Indifferent, Unwell / Physical State",1,-1,train
27,1659,627,"Just had a super fun beach day with the poppashes . Nice GPE burger before work . No barback tonight so gonna have to hustle but gotta get dat money knowâ€™m sayin ?! Heading back home for my friendâ€™s dadâ€™s funeral , so thatâ€™s a bummer . Get to see my parents though and itâ€™s been a while",30/04/2022 15:09,3,FALSE,1,0,"0.1124,0.0725,0.085,0.1296,0.0916,0.0662,0.1082,0.0991,0.1111,0.1242","1,0,0,1,0,0,0,0,1,1,0,1,0,0,0","0.0757,0.0478,0.0561,0.0856,0.0621,0.0439,0.0711,0.067,0.0736,0.0803,0.0606,0.0857,0.0555,0.0724,0.0625","1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0","0.0574,0.0364,0.0483,0.066,0.0478,0.0343,0.0545,0.0509,0.057,0.0607,0.0456,0.0646,0.0422,0.0554,0.0479,0.0452,0.0329,0.0624,0.0503,0.0402","1,0,0,1,0,0,1,0,1,1","0,1,0,1,0,1,0,0,1,0","Happy / Positive, Energetic / Motivated, Sad / Lonely, Satisfied / Relieved","Happy / Positive, Energetic / Motivated, Sad / Lonely, Satisfied / Relieved",-1,2,train
27,1660,628,Wry busy at work no barback send help ! hdmtstjodykzggkzggkhchxhxchchchlhxhlxgkxxgkx Hm ghmxkgzgkxkgykxlydykdykdykdylxucucufuxhlxhlxxhlxhhlxhxhxhxchlxhlxhlxhxhxhxhxgmx Hxhcjcjclhhxhkydgkztkstksyksgkzgkzgkzglzhlxhlxudhkxhlxhclhxhlxlhykxhlxlhzhxhl hlxchcufpcgmkxggoxyoztizytoxoyxyyoxyoxuoxx,30/04/2022 21:28,3,FALSE,0,2,"0.1261,0.0566,0.0658,0.123,0.1103,0.0529,0.1247,0.118,0.0892,0.1334","1,0,0,1,0,0,1,0,0,1,0,1,0,0,0","0.0829,0.0367,0.0432,0.0798,0.0698,0.0344,0.081,0.0777,0.0579,0.0864,0.072,0.0843,0.0407,0.0797,0.0735","1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0","0.0642,0.0285,0.0376,0.0616,0.0544,0.0272,0.0634,0.0603,0.0468,0.0657,0.0552,0.0675,0.0316,0.0621,0.0574,0.0343,0.0265,0.0648,0.059,0.0317","1,0,0,1,0,0,1,1,0,1","1,0,0,0,0,0,1,0,0,1","Tired / Fatigued, Annoyed / Angry, Unwell / Physical State","Tired / Fatigued, Annoyed / Angry, Unwell / Physical State",-2,-2,train
27,1661,629,Long night last night . Driving six hours for a funeral . Gyyyyyyygggggghgghhhggggghhgghgghgghgfhgfggfghgfggghhhhggggggggghhffghhgfffcfgghhhhffffggggfffgghfgjvcgghhgggfffghhhhgddfhjjgffddryigfddfffffffgfgfggggggggdddrfggffffffgghhgdddfgfdddfhhgfffggggghhjhhg,01/05/2022 10:03,3,FALSE,-2,0,"0.1344,0.048,0.0569,0.1278,0.112,0.0447,0.1321,0.1223,0.082,0.1399","1,0,0,0,0,0,1,0,0,1,0,1,0,1,0","0.0874,0.0309,0.0372,0.0827,0.0719,0.0289,0.085,0.0803,0.0534,0.0908,0.0722,0.0849,0.0343,0.0851,0.0751","1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0","0.0683,0.0243,0.0333,0.0634,0.0569,0.023,0.0669,0.063,0.0436,0.0714,0.0562,0.0683,0.0269,0.0669,0.0593,0.0312,0.0225,0.0681,0.0589,0.0274","1,0,0,1,0,0,1,1,0,1","1,0,0,0,1,1,0,0,0,0","Tired / Fatigued, Anxious / Worried, Sad / Lonely","Tired / Fatigued, Anxious / Worried, Sad / Lonely",0,0,train
27,1662,630,"Long day . Woke up super early to drive 7 hrs for a funeral . Bummed out for my friend and his family . Had a nice time catching up and telling stories . Sucks this was the reason . Had a drink , if thatâ€™s something you need to note ?â€â™‚ï¸",01/05/2022 22:38,3,FALSE,-2,0,"0.1056,0.0821,0.0952,0.1273,0.0863,0.0741,0.1014,0.0927,0.1191,0.1161","1,0,0,1,0,0,0,0,1,1,0,1,0,0,0","0.0716,0.0546,0.0635,0.085,0.0597,0.0497,0.0673,0.0632,0.0798,0.0758,0.0574,0.0813,0.0626,0.069,0.0594","0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0","0.0537,0.0413,0.0536,0.0655,0.0456,0.0386,0.051,0.0476,0.0607,0.0572,0.0429,0.0592,0.0471,0.0523,0.0451,0.05,0.0367,0.0596,0.0472,0.0452","1,0,0,1,0,0,1,0,1,1","1,0,1,0,0,1,0,0,0,0","Tired / Fatigued, Calm / Relaxed, Sad / Lonely","Tired / Fatigued, Calm / Relaxed, Sad / Lonely",0,0,train
